item_id,name,width_cm,depth_cm,height_cm,mass_kg,priority,expiry_date,usage_limit,preferred_zone
000960,Radiation_Shield,40.1,33.6,28.7,19.33,33,N/A,1438,Engineering_Bay
000961,Research_Samples,20.9,13.4,14.4,5.4,70,N/A,3325,Storage_Bay
000962,Asteroid_Sample_Container,23.8,19.8,15.7,1.4,83,N/A,4026,Lab
000963,Tether_Reel,12.8,49,29.7,9.31,40,N/A,2696,Airlock
000964,Emergency_Beacon,17.1,43.9,40.9,15.35,31,N/A,1455,Cockpit
000965,Tether_Reel,41.8,35.7,35.8,26.71,93,N/A,826,External_Storage
000966,CO2_Scrubber,39.2,37.8,40.7,30.15,58,N/A,279,Engineering_Bay
000967,Water_Bottle,15.7,14.7,45.3,5.23,94,N/A,749,Storage_Bay
000968,Waste_Management_Kit,28.1,23.1,14.6,7.1,87,N/A,38,Sanitation_Bay
000969,Seed_Packets,27,23.9,27.5,6.2,60,N/A,39,Lab
000970,Communication_Device,20.5,21.6,41.2,9.12,32,N/A,2871,Crew_Quarters
000971,Water_Purification_Unit,46.4,43,25,24.94,41,N/A,2596,Crew_Quarters
000972,Vacuum_Sealed_Tools,38.3,36.8,49,34.53,42,N/A,3709,Storage_Bay
000973,Waste_Management_Kit,23.3,26.7,14.5,2.9,64,N/A,62,Sanitation_Bay
000974,Communication_Device,26.7,20.2,12.1,3.26,38,N/A,3251,Crew_Quarters
000975,Cooling_System,21.1,37.9,46.5,18.59,42,N/A,3420,Power_Bay
000976,Asteroid_Sample_Container,27,11.4,10.8,9.3,35,N/A,2020,Storage_Bay
000977,Battery_Pack,19,37,46.9,16.49,86,N/A,428,Power_Bay
000978,Emergency_Beacon,47.4,41.9,43.2,42.9,60,N/A,2893,Command_Center
000979,Vacuum_Sealed_Tools,37,24.6,25.6,11.65,27,N/A,3692,Maintenance_Bay
000980,Thruster_Fuel,34.3,24.7,33.6,14.23,1,N/A,2821,Engine_Bay
000981,Radiation_Shield,40.3,17.1,47.3,16.3,54,N/A,4862,Engineering_Bay
000982,Seed_Packets,20.9,13.9,19,4.9,33,N/A,70,Lab
000983,Communication_Device,37.9,38.3,21.6,15.68,82,N/A,3664,Crew_Quarters
000984,Thruster_Fuel,12.3,39.3,41.4,10.01,86,N/A,2670,Engine_Bay
000985,Battery_Pack,10.4,44.9,13.1,3.06,82,N/A,606,Power_Bay
000986,Tool_Kit,23.7,18.7,14.7,3.2,95,N/A,4,Maintenance_Bay
000987,Emergency_Beacon,19.3,46.3,43,19.21,63,N/A,1744,Command_Center
000988,Thruster_Fuel,34.2,12.8,25.3,5.54,23,N/A,3606,Engine_Bay
000989,Microgravity_Lab_Kit,12.2,14.7,17.5,5.9,72,N/A,30,Lab
000990,Thruster_Fuel,20.4,23.4,13.1,3.13,23,N/A,3788,Storage_Bay
000991,Medical_Scanner,45.2,46.4,16.4,17.2,4,24-02-2027,34,Medical_Bay
000992,Microgravity_Lab_Kit,11.2,27,26.3,7.7,1,N/A,80,Crew_Quarters
000993,Pressure_Regulator,26.3,28.8,37,14.01,19,N/A,491,Engineering_Bay
000994,CO2_Scrubber,20.8,44.6,23.8,11.04,63,N/A,418,Engineering_Bay
000995,Thruster_Fuel,29.7,15.7,46.9,10.93,15,N/A,551,Storage_Bay
000996,Laptop,37.8,28,29.9,15.82,74,N/A,2501,Crew_Quarters
000997,Handheld_Spectrometer,37.3,37.2,25.7,17.83,59,N/A,4158,Lab
000998,Food_Packet,16.7,10,23.5,4,57,30-04-2026,64,Storage_Bay
000999,Seed_Packets,25,28.6,10.4,7,30,N/A,42,Lab
001000,Vacuum_Sealed_Tools,34.8,21.7,36,13.59,85,N/A,4519,Storage_Bay
001001,Tether_Reel,35.7,26.7,43.3,20.64,41,N/A,4809,External_Storage
001002,Thruster_Fuel,44.1,38.8,32.7,27.98,28,N/A,2032,Storage_Bay
001003,Circuit_Board,17.6,39,21.3,7.31,39,N/A,2205,Engineering_Bay
001004,Seed_Packets,11.2,25.1,11.8,2,23,N/A,30,Lab
001005,Battery_Pack,39.9,43,24.5,21.02,30,N/A,489,External_Storage
001006,Tether_Reel,30.1,37.1,27,15.08,17,N/A,1572,External_Storage
001007,Seed_Packets,28.1,29,10.7,10,90,N/A,74,Greenhouse
001008,Circuit_Board,34,49.9,45.2,38.34,21,N/A,3844,Storage_Bay
001009,Oxygen_Cylinder,18.8,29.1,49.6,18.4,62,N/A,3482,Crew_Quarters
001010,Space_Suit,11.1,23.4,50,6.49,32,N/A,176,Airlock
001011,Thruster_Fuel,30.4,44.8,41.6,28.33,42,N/A,116,Storage_Bay
001012,Laptop,29,45.7,46,30.48,82,N/A,1944,Command_Center
001013,Waste_Management_Kit,18.5,26.5,10.9,3.5,38,N/A,22,Engineering_Bay
001014,Asteroid_Sample_Container,11,14.6,19.7,2.6,70,N/A,3790,Lab
001015,Antibiotic_Supply,11,20,22.2,2.44,65,15-06-2026,2036,Lab
001016,Water_Bottle,48,13,41.6,12.98,91,N/A,3577,Crew_Quarters
001017,Seed_Packets,15.8,20.6,14.1,7.9,41,N/A,90,Greenhouse
001018,Solar_Panel,77.7,64.5,1.7,8.3,69,N/A,3992,Power_Bay
001019,Scientific_Sensor,34.7,22.1,32.9,12.62,61,N/A,3203,Cockpit
001020,Thruster_Fuel,46.2,16.1,14,5.21,49,N/A,3009,Storage_Bay
001021,Microgravity_Lab_Kit,18.9,19,28.5,9.2,58,N/A,72,Crew_Quarters
001022,Vacuum_Sealed_Tools,34.2,12.2,25.8,5.38,71,N/A,3370,Storage_Bay
001023,Tool_Kit,11.1,10.9,19,6.8,50,N/A,8,Storage_Bay
001024,Food_Packet,25.4,12.1,13.9,4.9,98,13-09-2025,44,Crew_Quarters
001025,Battery_Pack,24.6,25.1,14.5,4.48,93,N/A,842,External_Storage
001026,Space_Suit,35.6,13.2,42,9.87,77,N/A,3054,Storage_Bay
001027,Lab_Microscope,34.8,42.1,21.7,15.9,1,N/A,2759,Lab
001028,Emergency_Beacon,19.8,44.4,40.6,17.85,79,N/A,1434,Command_Center
001029,Antibiotic_Supply,45.3,22.2,38.3,19.26,16,21-12-2025,3938,Medical_Bay
001030,Lab_Microscope,34.3,20.7,32.4,11.5,32,N/A,2260,Medical_Bay
001031,Cooling_System,44.8,30.9,10.2,7.06,95,N/A,4333,Power_Bay
001032,3D_Printer,36.2,29.8,43.8,23.62,88,N/A,828,Engineering_Bay
001033,Protein_Bars,16.1,41.4,43.6,14.53,96,N/A,1232,Storage_Bay
001034,LED_Work_Light,14.9,32.1,34.6,8.27,26,N/A,2201,Maintenance_Bay
001035,Solar_Panel,71.2,94.8,1.2,19.8,4,N/A,4732,Power_Bay
001036,Radiation_Shield,34.1,17.1,21.8,6.36,28,N/A,1595,Storage_Bay
001037,Thruster_Fuel,38.4,15.5,43.7,13.01,10,N/A,4836,Storage_Bay
001038,Helmet_Visor,30.2,12,31.1,5.64,38,N/A,3247,Crew_Quarters
001039,Lab_Microscope,27.1,42.1,42.4,24.19,50,N/A,241,Lab
001040,Pressure_Regulator,14.3,10.9,42.3,3.3,68,N/A,2721,Engineering_Bay
001041,Lab_Microscope,45.5,33.5,10.4,7.93,12,N/A,3093,Medical_Bay
001042,Communication_Device,31.2,13.2,34.9,7.19,98,N/A,882,Command_Center
001043,Emergency_Beacon,29.6,38.9,48.1,27.69,55,N/A,1286,Command_Center
001044,Emergency_Oxygen_Mask,43.7,10.2,32.6,7.27,46,N/A,1950,Crew_Quarters
001045,Helmet_Visor,18.4,22.8,43.9,9.21,24,N/A,4838,Crew_Quarters
001046,Microgravity_Lab_Kit,13.6,17.2,22.5,8.8,95,N/A,56,Crew_Quarters
001047,Thruster_Fuel,46.8,23.6,15.4,8.5,11,N/A,2792,Engine_Bay
001048,Water_Bottle,12.8,21.5,27.3,3.76,56,N/A,4081,Crew_Quarters
001049,Food_Packet,11.3,15.2,22.8,6.9,45,23-08-2026,2,Storage_Bay
001050,Seed_Packets,28.6,17.7,12.6,2.7,72,N/A,91,Greenhouse
001051,Helmet_Visor,35.3,41.1,26.5,19.22,1,N/A,522,Crew_Quarters
001052,Medical_Scanner,38.9,12.5,15.6,3.79,61,11-06-2025,17,Medical_Bay
001053,LED_Work_Light,29.4,37.5,19.8,10.91,54,N/A,3903,Engineering_Bay
001054,Battery_Pack,49,48.1,48.4,57.04,66,N/A,520,Power_Bay
001055,Protein_Bars,45.3,10.1,39.8,9.1,71,N/A,3287,Storage_Bay
001056,CO2_Scrubber,31.6,32.2,42.1,21.42,96,N/A,206,Life_Support
001057,3D_Printer,11.4,20.4,20.2,2.35,3,N/A,3738,Engineering_Bay
001058,Emergency_Oxygen_Mask,10.7,31.8,48,8.17,35,N/A,835,Medical_Bay
001059,Emergency_Oxygen_Mask,38.8,32.5,19.8,12.48,60,N/A,4455,Crew_Quarters
001060,Emergency_Beacon,44.2,28.8,34.3,21.83,13,N/A,1200,Cockpit
001061,Food_Packet,18.1,28.3,20,3.3,44,21-08-2026,23,Crew_Quarters
001062,Lab_Microscope,11.5,44.9,20,5.16,96,N/A,1876,Medical_Bay
001063,Protein_Bars,26.1,22.9,31,9.26,89,N/A,3576,Storage_Bay
001064,Medical_Scanner,27.3,43.8,28.4,16.98,34,01-10-2026,42,Medical_Bay
001065,Fire_Extinguisher,47.4,21,36.1,17.97,24,N/A,3186,Crew_Quarters
001066,Cooling_System,42.3,45.1,40.4,38.54,33,N/A,1342,Engineering_Bay
001067,3D_Printer,29.3,29.3,26.3,11.29,34,N/A,285,Lab
001068,Waste_Management_Kit,24.9,26.9,29.3,5,29,N/A,9,Sanitation_Bay
001069,Protein_Bars,12.5,12,40.8,3.06,30,N/A,1664,Crew_Quarters
001070,CO2_Scrubber,32.8,18.9,43.6,13.51,65,N/A,721,Life_Support
001071,Lab_Microscope,11.6,23.4,37.2,5.05,55,N/A,1370,Medical_Bay
001072,LED_Work_Light,10.1,13.4,43.9,2.97,77,N/A,4413,Engineering_Bay
001073,Microgravity_Lab_Kit,10.6,11.4,25.5,1.4,2,N/A,18,Lab
001074,Water_Purification_Unit,12.7,32.4,35.2,7.24,15,N/A,2584,Crew_Quarters
001075,Waste_Management_Kit,14.3,18.5,17.9,2.6,32,N/A,79,Sanitation_Bay
001076,Water_Bottle,16.9,31.9,48.1,12.97,17,N/A,1261,Crew_Quarters
001077,Emergency_Beacon,34.7,17.4,33.2,10.02,5,N/A,2113,Command_Center
001078,CO2_Scrubber,49.7,27.4,48.8,33.23,26,N/A,570,Engineering_Bay
001079,Emergency_Oxygen_Mask,19,31.1,16.2,4.79,55,N/A,4,Medical_Bay
001080,Microgravity_Lab_Kit,25.7,12,25.1,1.7,91,N/A,65,Lab
001081,Thruster_Fuel,48,29.1,48.8,34.08,32,N/A,2031,Storage_Bay
001082,EV_Suit_Battery,18.6,17.2,48.2,7.71,15,N/A,430,Storage_Bay
001083,Protein_Bars,36.6,10.9,34.3,6.84,85,N/A,1484,Storage_Bay
001084,First_Aid_Kit,23.1,21.7,13.6,1.4,16,N/A,100,Crew_Quarters
001085,LED_Work_Light,46,47.8,46.9,51.56,28,N/A,1743,Engineering_Bay
001086,Space_Suit,12.7,46.5,20,5.91,92,N/A,1678,Storage_Bay
001087,Space_Suit,34.5,11.2,47.8,9.23,28,N/A,3866,Airlock
001088,Water_Bottle,26,23.9,34.6,10.75,70,N/A,3278,Crew_Quarters
001089,Gyroscope_Module,11.9,32.6,43.3,8.4,99,N/A,2077,Engineering_Bay
001090,CO2_Scrubber,39,23.4,45.1,20.58,3,N/A,615,Engineering_Bay
001091,Microgravity_Lab_Kit,18.8,14.9,27,4.9,97,N/A,98,Crew_Quarters
001092,Lab_Microscope,28.8,35,30.2,15.22,58,N/A,3595,Lab
001093,CO2_Scrubber,11.5,13.4,39.4,3.04,36,N/A,144,Engineering_Bay
001094,Gyroscope_Module,38.9,20.7,29.2,11.76,100,N/A,2510,Cockpit
001095,Handheld_Spectrometer,18.1,35.8,23.1,7.48,59,N/A,1071,Engineering_Bay
001096,Research_Samples,10.4,22.7,16.5,6.3,4,N/A,3524,Lab
001097,Protein_Bars,33.6,17.5,38.3,11.26,82,N/A,3405,Crew_Quarters
001098,LED_Work_Light,12.6,28.3,16,2.85,97,N/A,3521,Engineering_Bay
001099,Tether_Reel,10.4,29.8,30.2,4.68,98,N/A,4470,Airlock
001100,Medical_Scanner,16.4,25,30.8,6.31,67,10-03-2026,26,Lab
001101,Thruster_Fuel,24.5,23.7,28.2,8.19,37,N/A,2815,Storage_Bay
001102,Tether_Reel,32.9,36,10.3,6.1,54,N/A,3408,Airlock
001103,Vacuum_Sealed_Tools,42.9,44.7,21.5,20.61,89,N/A,2320,Storage_Bay
001104,Emergency_Oxygen_Mask,34.3,14.2,33.2,8.09,73,N/A,1030,Crew_Quarters
001105,Scientific_Sensor,15.8,42.3,17.4,5.81,9,N/A,156,Lab
001106,Circuit_Board,30.1,15.1,23.3,5.3,90,N/A,883,Storage_Bay
001107,Microgravity_Lab_Kit,25,16,28.5,7.9,25,N/A,92,Lab
001108,Solar_Panel,96.4,59,1.9,9.1,82,N/A,1968,External_Storage
001109,Fire_Extinguisher,35.8,25.9,21.1,9.78,24,N/A,601,Engineering_Bay
001110,Water_Purification_Unit,46.7,25.8,34,20.48,70,N/A,4794,Crew_Quarters
001111,Battery_Pack,48.2,33,28.4,22.59,27,N/A,148,External_Storage
001112,Circuit_Board,28.5,29.3,42.4,17.7,100,N/A,1312,Engineering_Bay
001113,Waste_Management_Kit,22.1,28,13.6,8.5,81,N/A,25,Sanitation_Bay
001114,Circuit_Board,25.1,18.1,40.6,9.22,63,N/A,3328,Engineering_Bay
001115,Microgravity_Lab_Kit,18.1,15,25.9,5.7,14,N/A,39,Lab
001116,Vacuum_Sealed_Tools,33.9,22.1,47.9,17.94,74,N/A,3927,Storage_Bay
001117,Oxygen_Cylinder,25.4,18.6,41.4,43,3,N/A,1238,Medical_Bay
001118,Navigation_Module,49.4,46,30.1,34.2,29,N/A,1717,Cockpit
001119,Research_Samples,10.4,19.4,24.7,8.9,99,N/A,4644,Storage_Bay
001120,Seed_Packets,11.9,29.2,11.9,1.7,55,N/A,16,Greenhouse
001121,Battery_Pack,30.1,11.6,13.2,2.3,36,N/A,475,Power_Bay
001122,Space_Suit,42.9,12,19.8,5.1,69,N/A,2263,Airlock
001123,Seed_Packets,24.7,28.8,17.6,9.8,100,N/A,99,Lab
001124,Navigation_Module,28.8,14.8,24.2,5.16,20,N/A,289,Cockpit
001125,Seed_Packets,20.4,22.8,23.1,8.6,66,N/A,31,Lab
001126,Handheld_Spectrometer,38.8,49.3,22.9,21.9,27,N/A,897,Lab
001127,CO2_Scrubber,19.7,33.4,46,15.13,68,N/A,691,Life_Support
001128,Lab_Microscope,26.8,11.7,24.8,3.89,41,N/A,3207,Medical_Bay
001129,Cooling_System,47.7,13.4,42.9,13.71,7,N/A,529,Engineering_Bay
001130,Helmet_Visor,45.8,23.5,40.6,21.85,13,N/A,2714,Storage_Bay
001131,Vacuum_Sealed_Tools,48.9,48.8,25.5,30.43,67,N/A,1496,Storage_Bay
001132,Space_Suit,20,17.2,11.1,1.91,94,N/A,1543,Airlock
001133,Tether_Reel,42.1,33.5,35,24.68,12,N/A,908,External_Storage
001134,Water_Bottle,37.7,32.4,28.4,17.35,32,N/A,1293,Storage_Bay
001135,Pressure_Regulator,40,40.2,41.3,33.21,52,N/A,1355,Airlock
001136,Solar_Panel,81.2,53.2,1.7,14.6,27,N/A,717,External_Storage
001137,Water_Purification_Unit,14.6,27.9,40.1,8.17,94,N/A,2121,Crew_Quarters
001138,EV_Suit_Battery,47.4,28.2,37.1,24.8,71,N/A,132,Airlock
001139,Tether_Reel,41,47.8,14.8,14.5,61,N/A,726,External_Storage
001140,Oxygen_Cylinder,17.4,17,62.9,23.6,65,N/A,3235,Airlock
001141,Space_Suit,22.6,35.3,17.8,7.1,63,N/A,3414,Airlock
001142,Tool_Kit,22.2,15.3,22,6.2,83,N/A,4,Maintenance_Bay
001143,Emergency_Beacon,33.1,39.3,29.8,19.38,14,N/A,4497,Cockpit
001144,Gyroscope_Module,26.1,41.5,17.6,9.53,38,N/A,4260,Engineering_Bay
001145,Microgravity_Lab_Kit,28.8,11.5,21.6,7.4,10,N/A,40,Lab
001146,Navigation_Module,23,26.5,39.5,12.04,56,N/A,350,Command_Center
001147,Food_Packet,12.4,26.5,11.7,2.1,8,18-01-2027,90,Storage_Bay
001148,Lab_Microscope,17.1,30.8,14.1,3.71,51,N/A,215,Medical_Bay
001149,Microgravity_Lab_Kit,23.3,24.2,12.6,9,97,N/A,78,Lab
001150,Research_Samples,27.1,26.8,11.7,5.7,64,N/A,3148,Storage_Bay
001151,Emergency_Oxygen_Mask,23.9,40.2,49.5,23.78,6,N/A,3937,Medical_Bay
001152,Battery_Pack,28.3,27.9,39.3,15.52,87,N/A,448,Power_Bay
001153,Asteroid_Sample_Container,12.9,23.4,26.8,5.7,87,N/A,3502,Storage_Bay
001154,Asteroid_Sample_Container,27,22.4,22.6,8.3,14,N/A,4092,Storage_Bay
001155,Space_Suit,49.9,27.6,43.3,29.82,67,N/A,3793,Airlock
001156,Circuit_Board,35.6,29.1,30.7,15.9,51,N/A,1712,Storage_Bay
001157,Lab_Microscope,22.4,44.5,44.2,22.03,27,N/A,4701,Lab
001158,Pressure_Regulator,26.4,14.6,17.2,3.31,66,N/A,2930,Airlock
001159,Battery_Pack,19.1,48.1,40.6,18.65,53,N/A,702,Power_Bay
001160,3D_Printer,23.9,15.2,46.2,8.39,16,N/A,2206,Engineering_Bay
001161,Gyroscope_Module,19.6,36.7,46.6,16.76,21,N/A,2530,Cockpit
001162,Water_Purification_Unit,25.3,48,40.7,24.71,59,N/A,4015,Life_Support
001163,Helmet_Visor,39.9,10.8,46.5,10.02,30,N/A,1638,Storage_Bay
001164,Tool_Kit,21,26.7,11.3,9.4,92,N/A,27,Storage_Bay
001165,Microgravity_Lab_Kit,12.3,13.5,27.7,4.1,75,N/A,71,Lab
001166,Fire_Extinguisher,39.9,22.4,19.1,8.54,29,N/A,2504,Crew_Quarters
001167,Scientific_Sensor,26.7,32.1,16.7,7.16,72,N/A,1563,Cockpit
001168,Food_Packet,26.1,27.9,27.9,8.9,38,16-10-2025,82,Crew_Quarters
001169,Gyroscope_Module,35.3,18.8,40.7,13.51,62,N/A,572,Cockpit
001170,Handheld_Spectrometer,39.6,20.8,27.5,11.33,60,N/A,4319,Lab
001171,Radiation_Shield,20.2,11.9,26.9,3.23,22,N/A,142,Engineering_Bay
001172,Communication_Device,46.4,17.3,14.3,5.74,71,N/A,3576,Command_Center
001173,CO2_Scrubber,27.5,24.1,39.5,13.09,87,N/A,881,Engineering_Bay
001174,Research_Samples,10.7,21.9,27.6,7.3,74,N/A,249,Storage_Bay
001175,Water_Bottle,38.5,19.6,45.6,17.2,14,N/A,4759,Storage_Bay
001176,Emergency_Oxygen_Mask,39.6,14.7,47.1,13.71,15,N/A,2396,Crew_Quarters
001177,Lab_Microscope,12.2,46.9,29.7,8.5,86,N/A,4518,Medical_Bay
001178,Antibiotic_Supply,22.9,25.9,38,11.27,3,24-10-2026,1131,Medical_Bay
001179,Communication_Device,32.4,21.3,18.8,6.49,25,N/A,4559,Command_Center
001180,Protein_Bars,10.1,13.9,14.6,1.02,20,N/A,4915,Storage_Bay
001181,Lab_Microscope,26.3,42.4,21.1,11.76,15,N/A,323,Lab
001182,Water_Bottle,24.2,34.6,14,5.86,65,N/A,1863,Storage_Bay
001183,Handheld_Spectrometer,11.6,27.8,13.2,2.13,2,N/A,1021,Engineering_Bay
001184,Fire_Extinguisher,36.5,42.2,26.5,20.41,63,N/A,2908,Crew_Quarters
001185,Antibiotic_Supply,38.7,42.7,38.5,31.81,60,24-02-2027,1300,Lab
001186,Cooling_System,21,26.7,39.9,11.19,26,N/A,3808,Power_Bay
001187,Emergency_Beacon,31.7,34.7,47.1,25.9,100,N/A,2816,Cockpit
001188,Thruster_Fuel,21.1,40.3,11.4,4.85,39,N/A,4971,Storage_Bay
001189,Scientific_Sensor,16.5,15.6,16.9,2.18,27,N/A,3221,Lab
001190,EV_Suit_Battery,20.1,45.4,22.4,10.22,45,N/A,741,Airlock
001191,Battery_Pack,14.7,46.1,17.4,5.9,57,N/A,586,External_Storage
001192,Waste_Management_Kit,19,22,21.1,4.2,72,N/A,75,Sanitation_Bay
001193,3D_Printer,36.9,14.4,29.4,7.81,8,N/A,4386,Lab
001194,Communication_Device,27.3,29.3,22.8,9.12,9,N/A,903,Crew_Quarters
001195,Emergency_Beacon,15.5,33,31.8,8.13,25,N/A,2547,Command_Center
001196,Helmet_Visor,36.2,48.4,28.6,25.05,63,N/A,3218,Crew_Quarters
001197,Cooling_System,22.9,23.9,41.4,11.33,51,N/A,2216,Engineering_Bay
001198,Emergency_Oxygen_Mask,40.1,37.6,36.7,27.67,61,N/A,72,Crew_Quarters
001199,First_Aid_Kit,17.7,10.7,16.7,6.7,19,N/A,82,Crew_Quarters
001200,Space_Suit,46.9,16.6,21.8,8.49,57,N/A,718,Airlock
001201,Battery_Pack,48.3,48.5,26.5,31.04,96,N/A,504,Power_Bay
001202,Oxygen_Cylinder,29.6,19.6,95.6,11.6,4,N/A,688,Airlock
001203,Solar_Panel,58.7,82.4,3,14.7,62,N/A,2352,External_Storage
001204,Food_Packet,22.4,25.5,11.6,1.1,27,30-03-2027,22,Storage_Bay
001205,Solar_Panel,90.6,49.9,2.2,12.2,68,N/A,900,Power_Bay
001206,Medical_Scanner,28.4,25.7,32.1,11.71,34,01-09-2025,16,Medical_Bay
001207,Lab_Microscope,24.5,16.2,32.3,6.41,62,N/A,3564,Medical_Bay
001208,Emergency_Oxygen_Mask,18.5,26.5,24.6,6.03,4,N/A,2037,Crew_Quarters
001209,Space_Suit,31.9,30,32.1,15.36,77,N/A,1774,Airlock
001210,EV_Suit_Battery,44.7,30.7,48.6,33.35,34,N/A,213,Storage_Bay
001211,Lab_Microscope,10.7,22,46.3,5.45,24,N/A,820,Lab
001212,Thruster_Fuel,34.3,19.1,31.7,10.38,94,N/A,2257,Storage_Bay
001213,Emergency_Beacon,40.6,20.4,24.4,10.1,67,N/A,1431,Command_Center
001214,Microgravity_Lab_Kit,13.5,20.7,29,7,65,N/A,68,Crew_Quarters
001215,Antibiotic_Supply,19.6,14.4,49.5,6.99,16,12-02-2027,4624,Lab
001216,Circuit_Board,36.7,25,35.5,16.29,73,N/A,2760,Engineering_Bay
001217,Food_Packet,19.9,20.7,12.6,1.8,28,26-12-2026,3,Storage_Bay
001218,Emergency_Beacon,27.4,20.1,39.6,10.9,70,N/A,3116,Command_Center
001219,Solar_Panel,53.5,79.1,1.8,9,60,N/A,1606,External_Storage
001220,Antibiotic_Supply,36.1,27.1,46.1,22.55,23,25-11-2026,1848,Medical_Bay
001221,Pressure_Regulator,37.1,38.9,15.2,10.97,13,N/A,1958,Airlock
001222,Pressure_Regulator,14.2,18.4,10.6,1.38,41,N/A,3288,Engineering_Bay
001223,CO2_Scrubber,34.5,18.2,40,12.56,7,N/A,949,Life_Support
001224,Food_Packet,28.6,21.1,15.2,1.6,46,11-02-2026,38,Crew_Quarters
001225,Food_Packet,27.2,22.4,23.7,5.9,28,17-10-2026,88,Crew_Quarters
001226,Asteroid_Sample_Container,18.2,28.5,20.7,7.4,10,N/A,2170,Lab
001227,Lab_Microscope,41.3,46,16.5,15.67,43,N/A,965,Medical_Bay
001228,Tether_Reel,16.5,13.2,47.6,5.18,94,N/A,2834,Airlock
001229,Tether_Reel,15.1,42.2,48.7,15.52,60,N/A,279,External_Storage
001230,Emergency_Oxygen_Mask,24.4,41,24.9,12.45,26,N/A,1260,Medical_Bay
001231,Tether_Reel,19.9,21.9,21.9,4.77,25,N/A,3644,Airlock
001232,Antibiotic_Supply,33.3,42.2,19.2,13.49,100,15-09-2025,1577,Lab
001233,EV_Suit_Battery,34.3,32.2,48.7,26.89,32,N/A,289,Airlock
001234,Vacuum_Sealed_Tools,23.6,47.8,34.2,19.29,38,N/A,2156,Maintenance_Bay
001235,Laptop,36.8,18,37.6,12.45,41,N/A,1703,Command_Center
001236,EV_Suit_Battery,28.3,22.9,49,15.88,58,N/A,240,Airlock
001237,Scientific_Sensor,34.2,45.5,19.4,15.09,30,N/A,2307,Cockpit
001238,Pressure_Regulator,19.2,23.4,26.6,5.98,53,N/A,3446,Airlock
001239,Navigation_Module,17.8,49.9,48.9,21.72,66,N/A,1788,Cockpit
001240,Navigation_Module,48.6,34.7,13.2,11.13,93,N/A,2844,Cockpit
001241,Laptop,27.9,21.8,45.6,13.87,81,N/A,4530,Crew_Quarters
001242,Asteroid_Sample_Container,19.4,20.2,16.2,8.2,40,N/A,4962,Lab
001243,Space_Suit,10.5,43.9,48.8,11.25,40,N/A,3787,Airlock
001244,Medical_Scanner,21.3,49.4,14,7.37,12,13-02-2026,55,Medical_Bay
001245,Gyroscope_Module,38.9,42,44.6,36.43,1,N/A,4864,Cockpit
001246,Gyroscope_Module,14.5,47.9,48.3,16.77,20,N/A,4693,Engineering_Bay
001247,3D_Printer,49.6,16.5,17.3,7.08,75,N/A,381,Engineering_Bay
001248,Helmet_Visor,18.8,23.5,40.7,8.99,60,N/A,159,Storage_Bay
001249,Food_Packet,24.7,21.5,28.5,6.8,1,18-07-2026,9,Crew_Quarters
001250,Lab_Microscope,21.3,29,47.4,14.64,91,N/A,4469,Medical_Bay
001251,Seed_Packets,29.1,23.2,17.7,2.7,8,N/A,50,Greenhouse
001252,Seed_Packets,26.7,30,17.1,3.5,88,N/A,99,Greenhouse
001253,Medical_Scanner,23.6,29.6,17.3,6.04,73,08-03-2027,47,Lab
001254,CO2_Scrubber,32.4,37.9,45.8,28.12,54,N/A,677,Engineering_Bay
001255,Thruster_Fuel,10.8,37.6,20.4,4.14,22,N/A,3206,Storage_Bay
001256,Emergency_Beacon,11.8,31.9,16.5,3.11,85,N/A,3088,Cockpit
001257,Waste_Management_Kit,16,27.3,11.5,2.2,90,N/A,64,Engineering_Bay
001258,Solar_Panel,89.1,48.6,2,12.7,21,N/A,830,Power_Bay
001259,Water_Purification_Unit,35.6,47.3,38.3,32.25,48,N/A,596,Life_Support
001260,Communication_Device,16.7,16.8,46,6.45,86,N/A,3633,Command_Center
001261,Waste_Management_Kit,27.3,25.1,21,7.8,25,N/A,69,Engineering_Bay
001262,Research_Samples,16.2,29,24.1,3.7,32,N/A,4141,Storage_Bay
001263,Antibiotic_Supply,15.1,35.9,31.3,8.48,32,26-11-2025,4993,Medical_Bay
001264,Scientific_Sensor,24.1,34.8,23.9,10.02,32,N/A,4268,Cockpit
001265,3D_Printer,33.5,15.5,36.9,9.58,62,N/A,2021,Lab
001266,Thruster_Fuel,45.8,36.9,31.5,26.62,59,N/A,3162,Storage_Bay
001267,3D_Printer,22.5,20.6,28.3,6.56,36,N/A,399,Lab
001268,Circuit_Board,36.9,14,31.3,8.08,43,N/A,240,Storage_Bay
001269,Fire_Extinguisher,27.5,11.8,19.2,3.12,22,N/A,565,Crew_Quarters
001270,Water_Purification_Unit,37.4,40.4,30.6,23.12,28,N/A,3189,Crew_Quarters
001271,First_Aid_Kit,28.4,20.5,28.9,1.4,5,N/A,1,Medical_Bay
001272,Seed_Packets,25.4,21.1,24.9,3.9,23,N/A,6,Greenhouse
001273,Waste_Management_Kit,17.9,28.8,20.8,5.1,50,N/A,57,Engineering_Bay
001274,Tool_Kit,28,28.2,19.1,6.7,49,N/A,16,Maintenance_Bay
001275,Battery_Pack,16.1,49.6,26.8,10.7,57,N/A,657,Power_Bay
001276,Circuit_Board,41.9,29.7,34.2,21.28,35,N/A,4567,Engineering_Bay
